act,scene,player,text
II,I,OBERON,And look thou meet me ere the first cock crow.
II,I,PUCK,"Fear not, my lord, your servant shall do so.      	*Exeunt*"
II,II,StageDirection,"Enter TITANIA, with her train"
II,II,TITANIA,"Come, now a roundel and a fairy song;"
II,II,TITANIA,"Then, for the third part of a minute, hence;"
II,II,TITANIA,"Some war with reremice for their leathern wings,"
II,II,TITANIA,"To make my small elves coats, and some keep back"
II,II,TITANIA,The clamorous owl that nightly hoots and wonders
II,II,TITANIA,At our quaint spirits. Sing me now asleep;
II,II,TITANIA,Then to your offices and let me rest.
II,II,StageDirection,The **FAIRIES** sing & play instruments:
II,II,TITANIA,"You spotted snakes with double tongue,"
II,II,TITANIA,"Thorny hedgehogs, be not seen;"
II,II,TITANIA,"Newts and blind-worms, do no wrong,"
II,II,TITANIA,Come not near our fairy queen.
II,II,TITANIA,"Philomel, with melody"
II,II,TITANIA,Sing in our sweet lullaby;
II,II,TITANIA,"Lulla, lulla, lullaby, lulla, lulla, lullaby:"
II,II,TITANIA,"Never harm,"
II,II,TITANIA,"Nor spell nor charm,"
II,II,TITANIA,Come our lovely lady nigh;
II,II,TITANIA,"So, good night, with lullaby."
II,II,TITANIA,"Weaving spiders, come not here;"
II,II,TITANIA,"Hence, you long-legg'd spinners, hence\!"
II,II,TITANIA,"Beetles black, approach not near;"
II,II,TITANIA,"Worm nor snail, do no offence."
II,II,TITANIA,"Philomel, with melody."
II,II,TITANIA,Sing in our sweet lullaby;
II,II,TITANIA,"Lulla, lulla, lullaby, lulla, lulla, lullaby:"
II,II,TITANIA,"Never harm,"
II,II,TITANIA,"Nor spell nor charm,"
II,II,TITANIA,Come our lovely lady nigh;
II,II,TITANIA,"So, good night, with lullaby."
II,II,MUSTARDSEED,"Hence, away\! now all is well:"
II,II,MUSTARDSEED,One aloof stand sentinel.
II,II,StageDirection,Exeunt Fairies except Cobweb. TITANIA sleeps.
II,II,StageDirection,Enter OBERON and squeezes the flower on TITANIA's eyelids.
II,II,OBERON,"What thou seest when thou dost wake,"
II,II,OBERON,"Do it for thy true-love take,"
II,II,OBERON,Love and languish for his sake:
II,II,OBERON,"Be it mouse, or cat, or bear,"
II,II,OBERON,"’Pard, or boar with bristled hair,"
II,II,OBERON,In thy eye that shall appear
II,II,OBERON,"When thou wak’st, it is thy dear:"
II,II,OBERON,Wake when some vile thing is near.
II,II,StageDirection,Exit
II,II,StageDirection,Enter LYSANDER and HERMIA.
II,II,LYSANDER,"Fair love, you faint with wandering in the wood;"
II,II,LYSANDER,"And to speak troth, I have forgot our way:"
II,II,LYSANDER,"We'll rest us, Hermia, if you think it good,"
II,II,LYSANDER,And tarry for the comfort of the day.
II,II,HERMIA,"Be it so, Lysander: find you out a bed;"
II,II,HERMIA,For I upon this bank will rest my head.
II,II,LYSANDER,One turf shall serve as pillow for us both;
II,II,LYSANDER,"One heart, one bed, two bosoms and one troth."
II,II,HERMIA,"Nay, good Lysander; for my sake, my dear,"
II,II,HERMIA,"Lie further off yet, do not lie so near."
II,II,LYSANDER,"O, take the sense, sweet, of my innocence\!"
II,II,LYSANDER,Love takes the meaning in love's conference.
II,II,LYSANDER,"I mean, that my heart unto yours is knit"
II,II,LYSANDER,So that but one heart we can make of it;
II,II,LYSANDER,Two bosoms interchainéd with an oath;
II,II,LYSANDER,So then two bosoms and a single troth.
II,II,LYSANDER,Then by your side no bed-room me deny;
II,II,LYSANDER,"For lying so, Hermia, I do not lie."
II,II,HERMIA,Lysander riddles very prettily:
II,II,HERMIA,"Now much beshrew my manners and my pride,"
II,II,HERMIA,If Hermia meant to say Lysander lied.
II,II,HERMIA,"But, gentle friend, for love and courtesy"
II,II,HERMIA,"Lie further off; in human modesty,"
II,II,HERMIA,Such separation as may well be said
II,II,HERMIA,"Becomes a virtuous bachelor and a maid,"
II,II,HERMIA,"So far be distant; and, good night, sweet friend:"
II,II,HERMIA,Thy love ne'er alter till thy sweet life end\!
II,II,LYSANDER,"Amen, amen, to that fair prayer, say I;"
II,II,LYSANDER,And then end life when I end loyalty\!
II,II,LYSANDER,Here is my bed: sleep give thee all his rest\!
II,II,HERMIA,With half that wish the wisher's eyes be press'd\!
II,II,StageDirection,They sleep
II,II,StageDirection,Enter PUCK
II,II,PUCK,Through the forest have I gone.
II,II,PUCK,"But Athenian found I none,"
II,II,PUCK,Night and silence--Who is here?
II,II,PUCK,Weeds of Athens he doth wear:
II,II,PUCK,"This is he, my master said,"
II,II,PUCK,Despised the Athenian maid;
II,II,PUCK,"And here the maiden, sleeping sound,"
II,II,PUCK,On the dank and dirty ground.
II,II,PUCK,Pretty soul\! she durst not lie
II,II,PUCK,"Near this lack-love, this kill-courtesy."
II,II,PUCK,"Churl, upon thy eyes I throw"
II,II,PUCK,All the power this charm doth owe.
II,II,PUCK,So awake when I am gone;
II,II,PUCK,For I must now to Oberon.
II,II,StageDirection,Exit
II,II,StageDirection,Enter DEMETRIUS and HELENA.
II,II,HELENA,"Stay, though thou kill me, sweet Demetrius."
II,II,DEMETRIUS,"I charge thee, hence, and do not haunt me thus."
II,II,HELENA,"O, wilt thou darkling leave me? do not so."
II,II,DEMETRIUS,"Stay, on thy peril: I alone will go."
II,II,StageDirection,Exit
II,II,HELENA,"Happy is Hermia, wheresoe'er she lies;"
II,II,HELENA,For she hath blessed and attractive eyes.
II,II,HELENA,How came her eyes so bright? Not with salt tears:
II,II,HELENA,"If so, my eyes are oftener wash'd than hers."
II,II,HELENA,"No, no, I am as ugly as a bear;"
II,II,HELENA,For beasts that meet me run away for fear:
II,II,HELENA,Therefore no marvel though Demetrius
II,II,HELENA,"Do, as a monster fly my presence thus."
II,II,HELENA,But who is here? Lysander\! on the ground\!
II,II,HELENA,"Dead? or asleep? I see no blood, no wound."
II,II,HELENA,"Lysander if you live, good sir, awake."
II,II,LYSANDER,\[Awaking\] And run through fire I will for thy sweet sake.
II,II,LYSANDER,"Transparent Helena\! Nature shows art,"
II,II,LYSANDER,That through thy bosom makes me see thy heart.
II,II,LYSANDER,"Where is Demetrius? O, how fit a word"
II,II,LYSANDER,Is that vile name to perish on my sword\!
II,II,HELENA,"Do not say so, Lysander; say not so"
II,II,HELENA,"What though he love your Hermia? Lord, what though?"
II,II,HELENA,Yet Hermia still loves you: then be content.
II,II,LYSANDER,Content with Hermia\! No; I do repent
II,II,LYSANDER,The tedious minutes I with her have spent.
II,II,LYSANDER,Not Hermia but Helena I love:
II,II,LYSANDER,Who will not change a raven for a dove?
II,II,LYSANDER,Things growing are not ripe until their season
II,II,LYSANDER,"So I, being young, till now ripe not to reason;"
II,II,LYSANDER,Reason becomes the marshal to my will
II,II,LYSANDER,"And leads me to your eyes, where I o'erlook"
II,II,LYSANDER,Love's stories written in love's richest book.
II,II,HELENA,Wherefore was I to this keen mockery born?
II,II,HELENA,When at your hands did I deserve this scorn?
II,II,HELENA,"Is't not enough, is't not enough, young man,"
II,II,HELENA,"That I did never, no, nor never can,"
II,II,HELENA,"Deserve a sweet look from Demetrius' eye,"
II,II,HELENA,But you must flout my insufficiency?
II,II,HELENA,"Good troth, you do me wrong, good sooth, you do,"
II,II,HELENA,In such disdainful manner me to woo.
II,II,HELENA,"O, that a lady, of one man refused."
II,II,HELENA,Should of another therefore be abused\!
II,II,StageDirection,Exit
II,II,LYSANDER,"She sees not Hermia. Hermia, sleep thou there:"
II,II,LYSANDER,And never mayst thou come Lysander near\!
II,II,LYSANDER,For as a surfeit of the sweetest things
II,II,LYSANDER,"The deepest loathing to the stomach brings,"
II,II,LYSANDER,"So thou, my surfeit and my heresy,"
II,II,LYSANDER,"Of all be hated, but the most of me\!"
II,II,LYSANDER,"And, all my powers, address your love and might"
II,II,LYSANDER,To honour Helen and to be her knight\!
II,II,StageDirection,Exit
II,II,HERMIA,"\[Awaking\] Help me, Lysander, help me\! do thy best"
II,II,HERMIA,To pluck this crawling serpent from my breast\!
II,II,HERMIA,"Ay me, for pity\! what a dream was here\!"
II,II,HERMIA,"Lysander, look how I do quake with fear:"
II,II,HERMIA,"Methought a serpent eat my heart away,"
II,II,HERMIA,And you sat smiling at his cruel prey.
II,II,HERMIA,"Lysander\! what, removed? Lysander\! lord\!"
II,II,HERMIA,"Alack, where are you? Speak, an if you hear;"
II,II,HERMIA,"Speak, of all loves\! I swoon almost with fear."
II,II,HERMIA,No? Then I well perceive you are not nigh
II,II,HERMIA,Either death or you I'll find immediately.
II,II,StageDirection,Exit
III,I,StageDirection,"Enter QUINCE, SNUG, BOTTOM, FLUTE, SNOUT, and STARVELING."
III,I,BOTTOM,Are we all met?
III,I,QUINCE,"Pat, pat; and here's a marvellous convenient place for our rehearsal. This green plot shall be our stage, this hawthorn-brake our tiring-house; and we will do it in action as we will do it before the duke."
III,I,BOTTOM,Petra Quince?
III,I,QUINCE,"What sayest thou, bully Bottom?"
III,I,BOTTOM,"There are things in this comedy of Pyramus and Thisbe that will never please. First, Pyramus must draw a sword to kill himself; which the ladies cannot abide. How answer you that?"
III,I,SNOUT,"By'r lakin, a parlous fear."
III,I,STARVELING,"I believe we must leave the killing out, when all is done."
III,I,BOTTOM,"Not a whit: I have a device to make all well. Write me a prologue; and let the prologue seem to say that Pyramus is not killed indeed; and, for the more better assurance, that I, Pyramus, am not Pyramus, but Bottom the weaver: this will put them out of fear."
III,I,QUINCE,"Well, we will have such a prologue."
III,I,SNOUT,Will not the ladies be afeard of the lion?
III,I,STARVELING,"I fear it, I promise you."
III,I,BOTTOM,"Friends, you ought to consider with yourselves: to bring in--God shield us\!--a lion among ladies, is a most dreadful thing; for there is not a more fearful wild-fowl than your lion living."
III,I,SNOUT,Therefore another prologue must tell he is not a lion.
III,I,BOTTOM,"Nay, you must name her name, and half her face must be seen through the lion's neck: and she herself must speak through, saying thus: 'Ladies,'--or 'Fair-ladies--I would wish you,'--or ‘I would entreat you,--not to fear, not to tremble. I come hither as a lion, but I am no such thing; I am a woman as other women are'; and let her tell them plainly she is Snug the joiner."
III,I,QUINCE,"Well it shall be so. But there is two hard things; that is, to bring the moonlight into a chamber; for, you know, Pyramus and Thisbe meet by moonlight."
III,I,SNOUT,Doth the moon shine that night we play our play?
III,I,BOTTOM,"A calendar, a calendar\! Look in the almanac.  Find out moonshine, find out moonshine."
III,I,QUINCE,"Yes, it doth shine that night."
III,I,BOTTOM,"Why, then may you leave a casement of the great chamber window, where we play, open, and the moon may shine in."
III,I,QUINCE,"Ay; or else one must come in with a bush of thorns and a lanthorn, and say he comes to disfigure, or to present, the person of Moonshine. Then, there is another thing: we must have a wall in the great chamber; for Pyramus and Thisbe says the story, did talk through the chink of a wall."
III,I,SNUG,"You can never bring in a wall. What say you, Bottom?"
III,I,BOTTOM,"Some one or other must present Wall: and let her have some plaster, or some loam, about her, to signify wall; and let her hold her fingers thus, and through that cranny shall Pyramus and Thisbe whisper."
III,I,QUINCE,"If that may be, then all is well. Come, sit down, every mother's child, and rehearse your parts. Pyramus, you begin: when you have spoken your speech, enter into that brake: and so every one according to their cue."
III,I,StageDirection,Enter PUCK behind.
III,I,PUCK,"What hempen home-spuns have we swaggering here,"
III,I,PUCK,So near the cradle of the fairy queen?
III,I,PUCK,"What, a play toward\! I'll be an auditor;"
III,I,PUCK,"An actor too, perhaps, if I see cause."
III,I,QUINCE,"Speak, Pyramus. Thisbe, stand forth."
III,I,BOTTOM,"Thisbe, the flowers of odious savours sweet,--"
III,I,QUINCE,"Odours, odours."
III,I,BOTTOM,\--odours savours sweet:
III,I,BOTTOM,"So hath thy breath, my dearest Thisbe dear."
III,I,BOTTOM,"But hark, a voice\! stay thou but here awhile,"
III,I,BOTTOM,And by and by I will to thee appear.                       	*Exit*
III,I,PUCK,A stranger Pyramus than e'er played here.		*Exit*
III,I,FLUTE,Must I speak now?
III,I,QUINCE,"Ay, marry, must you; for you must understand he goes but to see a noise that he heard, and is to come again."
III,I,FLUTE,"Most radiant Pyramus, most lily-white of hue,"
III,I,FLUTE,"Of colour like the red rose on triumphant brier,"
III,I,FLUTE,"Most brisky juvenal and eke most lovely view,"
III,I,FLUTE,"As true as truest horse that yet would never tire,"
III,I,FLUTE,"I'll meet thee, Pyramus, at Ninny's tomb."
III,I,QUINCE,"'Ninus' tomb,' man: why, you must not speak that yet; that you answer to Pyramus: you speak all your part at once, cues and all Pyramus enter: your cue is past; it is, 'never tire.'"
III,I,FLUTE,"O,--As true as truest horse, that yet would never tire."
III,I,StageDirection,"Re-enter PUCK, and BOTTOM with an ass's head."
III,I,BOTTOM,"If I were fair, Thisbe, I were only thine."
III,I,BOTTOM,"O monstrous\! O strange\! we are haunted. Pray, masters\! fly, friends\! Help\!"
III,I,StageDirection,"Exeunt QUINCE, SNUG, FLUTE, SNOUT, and STARVELING"
III,I,PUCK,"I'll follow you, I'll lead you about a round,"
III,I,PUCK,"Through bog, through bush, through brake, through brier:"
III,I,PUCK,"Sometime a horse I'll be, sometime a hound,"
III,I,PUCK,"A hog, a headless bear, sometime a fire;"
III,I,PUCK,"And neigh, and bark, and grunt, and roar, and burn,"
III,I,PUCK,"Like horse, hound, hog, bear, fire, at every turn.            	*Exit*"
III,I,BOTTOM,Why do they run away? this is a knavery of them to make me afeard.
III,I,StageDirection,Re-enter SNOUT.
III,I,SNUG,"O Bottom, thou art changed\! what do I see on thee?"
III,I,BOTTOM,"What do you see? You see an asshead of your own, do you?"
III,I,StageDirection,Exit SNOUT; re-enter QUINCE.
III,I,QUINCE,"Bless thee, Bottom\! bless thee\! thou art translated."
III,I,StageDirection,Exit
III,I,BOTTOM,"I see their knavery: this is to make an ass of me; to fright me, if they could. But I will not stir from this place: I will walk up and down, and I will sing, that they shall hear I am not afraid."
III,I,StageDirection,Sings
III,I,BOTTOM,"The ousel bird so black of hue,"
III,I,BOTTOM,"With orange-tawny bill,"
III,I,BOTTOM,"The throstle with his note so true,"
III,I,BOTTOM,"The wren with little quill,--"
III,I,TITANIA,\[Awaking\] What angel wakes me from my flowery bed?
III,I,StageDirection,Sings
III,I,BOTTOM,"The finch, the sparrow and the lark,"
III,I,BOTTOM,"The plain-song cuckoo gray,"
III,I,BOTTOM,"Whose note full many a man doth mark,"
III,I,BOTTOM,And dares not answer nay;--
III,I,BOTTOM,"For, indeed, who would set his wit to so foolish a bird?"
III,I,TITANIA,"I pray thee, gentle mortal, sing again:"
III,I,TITANIA,Mine ear is much enamour'd of thy note;
III,I,TITANIA,So is mine eye enthralled to thy shape;
III,I,TITANIA,And thy fair virtue's force perforce doth move me
III,I,TITANIA,"On the first view to say, to swear, I love thee."
III,I,BOTTOM,"Methinks, mistress, you should have little reason for that: and yet, to say the truth, reason and love keep little company together now-a-days. Nay, I can gleek upon occasion."
III,I,TITANIA,Thou art as wise as thou art beautiful.
III,I,BOTTOM,"Not so, neither: but if I had wit enough to get out of this wood,"
III,I,BOTTOM,I have enough to serve mine own turn.
III,I,TITANIA,Out of this wood do not desire to go:
III,I,TITANIA,"Thou shalt remain here, whether thou wilt or no."
III,I,TITANIA,I am a spirit of no common rate;
III,I,TITANIA,The summer still doth tend upon my state;
III,I,TITANIA,"And I do love thee: therefore, go with me;"
III,I,TITANIA,"I'll give thee fairies to attend on thee,"
III,I,TITANIA,"And they shall fetch thee jewels from the deep,"
III,I,TITANIA,And sing while thou on presséd flowers dost sleep;
III,I,TITANIA,And I will purge thy mortal grossness so
III,I,TITANIA,That thou shalt like an airy spirit go.
III,I,TITANIA,Peaseblossom\! Cobweb\! and Mustardseed\!
III,I,StageDirection,"Enter PEASEBLOSSOM, COBWEB, and MUSTARDSEED"
III,I,PEASEBLOSSOM,Ready.
III,I,COBWEB,And I.
III,I,MUSTARDSEED,And I.
III,I,ALL,Where shall we go?
III,I,TITANIA,Be kind and courteous to this gentleman;
III,I,TITANIA,Hop in his walks and gambol in his eyes;
III,I,TITANIA,"Feed him with apricots and dewberries,"
III,I,TITANIA,"With purple grapes, green figs, and mulberries;"
III,I,TITANIA,"The honey-bags steal from the humble-bees,"
III,I,TITANIA,And for night-tapers crop their waxen thighs
III,I,TITANIA,"And light them at the fiery glow-worm's eyes,"
III,I,TITANIA,To have my love to bed and to arise;
III,I,TITANIA,And pluck the wings from Painted butterflies
III,I,TITANIA,To fan the moonbeams from his sleeping eyes:
III,I,TITANIA,"Nod to him, elves, and do him courtesies."
III,I,PEASEBLOSSOM,"Hail, mortal\!"
III,I,MUSTARDSEED,Hail\!
III,I,BOTTOM,"I cry your worship's mercy, heartily: I beseech your worship's name."
III,I,COBWEB,Cobweb.
III,I,BOTTOM,"I shall desire you of more acquaintance, good Master Cobweb: if I cut my finger, I shall make bold with you. Your name, honest dame?"
III,I,PEASEBLOSSOM,Peaseblossom.
III,I,BOTTOM,"I pray you, commend me to Mistress Squash, your mother, and to Master Peascod, your father. Your name, I beseech you, ma’am?"
III,I,MUSTARDSEED,Mustardseed.
III,I,BOTTOM,"Good Mistress Mustardseed, I promise you your kindred had made my eyes water ere now. I desire your more acquaintance, good Mistress Mustardseed."
III,I,TITANIA,"Come, wait upon him; lead him to my bower."
III,I,TITANIA,Tie up my love's tongue. Bring him silently.
III,I,StageDirection,Exeunt
III,II,StageDirection,Enter OBERON
III,II,OBERON,I wonder if Titania be awaked;
III,II,OBERON,"Then, what it was that next came in her eye,"
III,II,OBERON,Which she must dote on in extremity.
III,II,StageDirection,Enter PUCK
III,II,OBERON,Here comes my messenger.
III,II,OBERON,"How now, mad spirit\!"
III,II,OBERON,What night-rule now about this haunted grove?
III,II,PUCK,My mistress with a monster is in love.
III,II,PUCK,"Near to her close and consecrated bower,"
III,II,PUCK,"While she was in her dull and sleeping hour,"
III,II,PUCK,"A crew of patches, rude mechanicals,"
III,II,PUCK,Were met together to rehearse a play
III,II,PUCK,Intended for great Theseus' nuptial-day.
III,II,PUCK,"The shallowest thick-skin of that barren sort,"
III,II,PUCK,"Who Pyramus presented, in their sport"
III,II,PUCK,Forsook his scene and enter'd in a brake
III,II,PUCK,"When I did him at this advantage take,"
III,II,PUCK,An ass's pate I fixéd on his head:
III,II,PUCK,"Anon his Thisbe must be answered,"
III,II,PUCK,"And forth my mimic comes. When they him spy,"
III,II,PUCK,"And, at our stamp, here o'er and o'er one falls;"
III,II,PUCK,He murder cries and help from Athens calls.
III,II,PUCK,"I led them on in this distracted fear,"
III,II,PUCK,And left sweet Pyramus translated there:
III,II,PUCK,"When in that moment, so it came to pass,"
III,II,PUCK,Titania waked and straightway loved an ass.
III,II,OBERON,This falls out better than I could devise.
III,II,OBERON,But hast thou yet latch'd the Athenian's eyes
III,II,OBERON,"With the love-juice, as I did bid thee do?"
III,II,PUCK,"I took him sleeping,--that is finish'd too,--"
III,II,PUCK,And the Athenian woman by his side:
III,II,PUCK,"That, when he waked, of force she must be eyed."
III,II,StageDirection,Enter HERMIA and DEMETRIUS
III,II,OBERON,Stand close: this is the same Athenian.
III,II,PUCK,"This is the woman, but not this the man."
III,II,DEMETRIUS,"O, why rebuke you him that loves you so?"
III,II,DEMETRIUS,Lay breath so bitter on your bitter foe.
III,II,HERMIA,"If thou hast slain Lysander in his sleep,"
III,II,HERMIA,"Being o'er shoes in blood, plunge in the deep,"
III,II,HERMIA,And kill me too.
III,II,HERMIA,The sun was not so true unto the day
III,II,HERMIA,As he to me: would he have stolen away
III,II,HERMIA,From sleeping Hermia? I'll believe as soon
III,II,HERMIA,This whole earth may be bored and that the moon
III,II,HERMIA,May through the centre creep.
III,II,HERMIA,It cannot be but thou hast murder'd him;
III,II,HERMIA,"So should a murderer look, so dead, so grim."
III,II,DEMETRIUS,"So should the murder'd look, and so should I,"
III,II,DEMETRIUS,Pierced through the heart with your stern cruelty:
III,II,DEMETRIUS,"Yet you, the murderer, look as bright, as clear,"
III,II,DEMETRIUS,As yonder Venus in her glimmering sphere.
III,II,HERMIA,What's this to my Lysander? where is he?
III,II,HERMIA,"Ah, good Demetrius, wilt thou give him me?"
III,II,DEMETRIUS,I had rather give his carcass to my hounds.
III,II,HERMIA,"Out, dog\! out, cur\! thou drivest me past the bounds"
III,II,HERMIA,"Of maiden's patience. Hast thou slain him, then?"
III,II,HERMIA,And hast thou kill'd him sleeping? O brave touch\!
III,II,HERMIA,"Could not a worm, an adder, do so much?"
III,II,DEMETRIUS,You spend your passion on a misprised mood:
III,II,DEMETRIUS,I am not guilty of Lysander's blood;
III,II,DEMETRIUS,"Nor is he dead, for aught that I can tell."
III,II,HERMIA,"I pray thee, tell me then that he is well."
III,II,DEMETRIUS,"An if I could, what should I get therefore?"
III,II,HERMIA,A privilege never to see me more.
III,II,StageDirection,Exit
III,II,DEMETRIUS,There is no following her in this fierce vein:
III,II,DEMETRIUS,Here therefore for a while I will remain.
III,II,DEMETRIUS,So sorrow's heaviness doth heavier grow
III,II,DEMETRIUS,For debt that bankrupt sleep doth sorrow owe:
III,II,DEMETRIUS,"Which now in some slight measure it will pay,"
III,II,DEMETRIUS,If for his tender here I make some stay.
III,II,StageDirection,Lies down and sleeps
III,II,OBERON,What hast thou done? thou hast mistaken quite
III,II,OBERON,And laid the love-juice on some true-love's sight:
III,II,OBERON,"About the wood go swifter than the wind,"
III,II,OBERON,And Helena of Athens look thou find:
III,II,OBERON,"All fancy-sick she is and pale of cheer,"
III,II,OBERON,"With sighs of love, that costs the fresh blood dear:"
III,II,OBERON,By some illusion see thou bring her here:
III,II,OBERON,I'll charm his eyes against she do appear.
III,II,PUCK,"I go, I go; look how I go,"
III,II,PUCK,Swifter than arrow from the Tartar's bow.
III,II,StageDirection,Exit
III,II,OBERON,"Flower of this purple dye,"
III,II,OBERON,"Hit with Cupid's archery,"
III,II,OBERON,Sink in apple of his eye.
III,II,OBERON,"When thou wakest, if she be by,"
III,II,OBERON,Let her shine as gloriously
III,II,OBERON,As the Venus of the sky.
III,II,StageDirection,Re-enter PUCK
III,II,PUCK,"Captain of our fairy band,"
III,II,PUCK,Helena is here at hand;
III,II,PUCK,"And the youth, mistook by me,"
III,II,PUCK,Pleading for a lover's fee.
III,II,PUCK,Shall we their fond pageant see?
III,II,PUCK,"Lord, what fools these mortals be\!"
III,II,OBERON,Stand aside: the noise they make
III,II,OBERON,Will cause Demetrius to awake.
III,II,PUCK,Then will two at once woo one;
III,II,PUCK,That must needs be sport alone\!
III,II,StageDirection,Enter LYSANDER and HELENA
III,II,LYSANDER,"Look, when I vow, I weep; and vows so born,"
III,II,LYSANDER,In their nativity all truth appears.
III,II,LYSANDER,"How can these things in me seem scorn to you,"
III,II,LYSANDER,"Bearing the badge of faith, to prove them true?"
III,II,HELENA,These vows are Hermia's: will you give her o'er?
III,II,HELENA,"Weigh oath with oath, and you will nothing weigh:"
III,II,HELENA,"Your vows to her and me, put in two scales,"
III,II,HELENA,"Will even weigh, and both as light as tales."
III,II,LYSANDER,I had no judgment when to her I swore.
III,II,HELENA,"Nor none, in my mind, now you give her o'er."
III,II,LYSANDER,"Demetrius loves her, and he loves not you."
III,II,DEMETRIUS,"\[Awaking\] O Helena, goddess, nymph, perfect, divine\!"
III,II,DEMETRIUS,"To what, my love, shall I compare thine eyne?"
III,II,DEMETRIUS,"Crystal is muddy. O, how ripe in show"
III,II,DEMETRIUS,"Thy lips, those kissing cherries, tempting grow\!"
III,II,DEMETRIUS,"When thou hold'st up thy hand: O, let me kiss"
III,II,DEMETRIUS,"This princess of pure white, this seal of bliss\!"
III,II,HELENA,O spite\! O hell\! I see you all are bent
III,II,HELENA,To set against me for your merriment:
III,II,HELENA,"If you we re civil and knew courtesy,"
III,II,HELENA,You would not do me thus much injury.
III,II,HELENA,"If you were men, as men you are in show,"
III,II,HELENA,You would not use a gentle lady so;
III,II,HELENA,"You both are rivals, and love Hermia;"
III,II,HELENA,"And now both rivals, to mock Helena:"
III,II,HELENA,"A trim exploit, a manly enterprise,"
III,II,HELENA,To conjure tears up in a poor maid's eyes.
III,II,LYSANDER,"You are unkind, Demetrius; be not so;"
III,II,LYSANDER,For you love Hermia; this you know I know:
III,II,LYSANDER,"And here, with all good will, with all my heart,"
III,II,LYSANDER,In Hermia's love I yield you up my part;
III,II,LYSANDER,"And yours of Helena to me bequeath,"
III,II,LYSANDER,Whom I do love and will do till my death.
III,II,HELENA,Never did mockers waste more idle breath.
III,II,DEMETRIUS,"Lysander, keep thy Hermia; I will none:"
III,II,DEMETRIUS,"If e'er I loved her, all that love is gone."
III,II,DEMETRIUS,"My heart to her but as guest-wise sojourn'd,"
III,II,DEMETRIUS,"And now to Helen is it home return'd,"
III,II,DEMETRIUS,There to remain.
III,II,LYSANDER,"Helen, it is not so."
III,II,DEMETRIUS,"Disparage not the faith thou dost not know,"
III,II,DEMETRIUS,"Lest, to thy peril, thou aby it dear."
III,II,DEMETRIUS,"Look, where thy love comes; yonder is thy dear."
III,II,StageDirection,Re-enter HERMIA
III,II,HERMIA,"Thou art not by mine eye, Lysander, found;"
III,II,HERMIA,"Mine ear, I thank it, brought me to thy sound"
III,II,HERMIA,But why unkindly didst thou leave me so?
III,II,LYSANDER,"Why should he stay, whom love doth press to go?"
III,II,HERMIA,What love could press Lysander from my side?
III,II,LYSANDER,"Lysander's love, that would not let him bide,"
III,II,LYSANDER,"Fair Helena, who more engilds the night"
III,II,LYSANDER,Than all you fiery oes and eyes of light.
III,II,LYSANDER,"Why seek'st thou me? could not this make thee know,"
III,II,LYSANDER,The hate I bear thee made me leave thee so?
III,II,HERMIA,You speak not as you think: it cannot be.
III,II,HELENA,"Lo, she is one of this confederacy\!"
III,II,HELENA,Injurious Hermia\! most ungrateful maid\!
III,II,HELENA,"Have you conspired, have you with these contrived"
III,II,HELENA,To bait me with this foul derision?
III,II,HELENA,"Is all the counsel that we two have shared,"
III,II,HELENA,"The sisters' vows, the hours that we have spent,"
III,II,HELENA,When we have chid the hasty-footed time
III,II,HELENA,"For parting us,--O, is it all forgot?"
III,II,HELENA,"All school-days' friendship, childhood innocence?"
III,II,HELENA,"We, Hermia, like two artificial gods,"
III,II,HELENA,"Have with our needles created both one flower,"
III,II,HELENA,"Both on one sampler, sitting on one cushion,"
III,II,HELENA,"As if our hands, our sides, voices and minds,"
III,II,HELENA,"Had been incorporate. So we grow together,"
III,II,HELENA,"Like to a double cherry, seeming parted,"
III,II,HELENA,But yet an union in partition;
III,II,HELENA,Two lovely berries moulded on one stem;
III,II,HELENA,"And will you rent our ancient love asunder,"
III,II,HELENA,To join with men in scorning your poor friend?
III,II,HELENA,"It is not friendly, 'tis not maidenly:"
III,II,HELENA,"Our sex, as well as I, may chide you for it,"
III,II,HELENA,Though I alone do feel the injury.
III,II,HERMIA,I am amazed at your passionate words.
III,II,HERMIA,I scorn you not: it seems that you scorn me.
III,II,HELENA,"Have you not set Lysander, as in scorn,"
III,II,HELENA,To follow me and praise my eyes and face?
III,II,HELENA,"And made your other love, Demetrius,"
III,II,HELENA,"Who even but now did spurn me with his foot,"
III,II,HELENA,"To call me goddess, nymph, divine and rare,"
III,II,HELENA,"Precious, celestial? Wherefore speaks he this"
III,II,HELENA,To her he hates? and wherefore doth Lysander
III,II,HELENA,"Deny your love, so rich within his soul,"
III,II,HELENA,"And tender me, forsooth, affection,"
III,II,HELENA,"But by your setting on, by your consent?"
III,II,HERMIA,I understand not what you mean by this.
III,II,HELENA,"Ay, do, persever, counterfeit sad looks,"
III,II,HELENA,Make mouths upon me when I turn my back;
III,II,HELENA,Wink each at other; hold the sweet jest up:
III,II,HELENA,"If you have any pity, grace, or manners,"
III,II,HELENA,You would not make me such an argument.
III,II,HELENA,But fare ye well: 'tis partly my own fault;
III,II,HELENA,Which death or absence soon shall remedy.
III,II,LYSANDER,"Stay, gentle Helena; hear my excuse:"
III,II,LYSANDER,"My love, my life my soul, fair Helena\!"
III,II,HELENA,O excellent\!
III,II,HERMIA,"Sweet, do not scorn her so."
